File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF869UTD	bam	bam		alignments	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF451BKG/, /files/ENCFF933DLG/	938850509	Gene Yeo, UCSD	74a7dfd206d65c4a056c4c749c17efa8		https://www.encodeproject.org/files/ENCFF869UTD/@@download/ENCFF869UTD.bam				released	s3://encode-public/2016/09/09/7d52670a-f508-4097-bbc8-f5dced797fde/ENCFF869UTD.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/7d52670a-f508-4097-bbc8-f5dced797fde/ENCFF869UTD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF176DKY	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF449TUS/	38770608	Gene Yeo, UCSD	f383078c30c351da22a27b4f69d8f6ba		https://www.encodeproject.org/files/ENCFF176DKY/@@download/ENCFF176DKY.bigWig				released	s3://encode-public/2016/11/09/ee062e71-1476-4d3e-bca5-f2f81eb5c451/ENCFF176DKY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/ee062e71-1476-4d3e-bca5-f2f81eb5c451/ENCFF176DKY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF045SJZ	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF459XDE/	39140152	Gene Yeo, UCSD	691cf1413b000f9d19449dce7a713f27		https://www.encodeproject.org/files/ENCFF045SJZ/@@download/ENCFF045SJZ.bigWig				released	s3://encode-public/2016/11/09/b0ee1e06-b932-47e6-ac7a-18c62297769d/ENCFF045SJZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/b0ee1e06-b932-47e6-ac7a-18c62297769d/ENCFF045SJZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF860FQU	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF459XDE/	40255162	Gene Yeo, UCSD	4d386a3a27aa6c34718c0593a6667490		https://www.encodeproject.org/files/ENCFF860FQU/@@download/ENCFF860FQU.bigWig				released	s3://encode-public/2016/11/09/f6f9b988-a2d3-4853-bc90-df7293df97b9/ENCFF860FQU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/f6f9b988-a2d3-4853-bc90-df7293df97b9/ENCFF860FQU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF144KIK	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF449TUS/	39893675	Gene Yeo, UCSD	a372951f0b30ff3a958077790c520a08		https://www.encodeproject.org/files/ENCFF144KIK/@@download/ENCFF144KIK.bigWig				released	s3://encode-public/2016/11/09/6c28f482-3f29-4167-a4b0-515a49e91d86/ENCFF144KIK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/6c28f482-3f29-4167-a4b0-515a49e91d86/ENCFF144KIK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF007UFF	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF591FGE/	38055097	Gene Yeo, UCSD	91082636ddd58242fd8a2d701016a023		https://www.encodeproject.org/files/ENCFF007UFF/@@download/ENCFF007UFF.bigWig				released	s3://encode-public/2016/11/09/53d4b630-8a52-4251-8ceb-b4cfdedce0ae/ENCFF007UFF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/53d4b630-8a52-4251-8ceb-b4cfdedce0ae/ENCFF007UFF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF421MOI	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF869UTD/	38011619	Gene Yeo, UCSD	21a65213897b75d986aff695fc404a33		https://www.encodeproject.org/files/ENCFF421MOI/@@download/ENCFF421MOI.bigWig				released	s3://encode-public/2016/11/09/957c3eae-ffef-4d53-9875-a06628bd1e2c/ENCFF421MOI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/957c3eae-ffef-4d53-9875-a06628bd1e2c/ENCFF421MOI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF692OWU	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF869UTD/	39075984	Gene Yeo, UCSD	e7de6bcd658b747d7a8d8fd76ee1830d		https://www.encodeproject.org/files/ENCFF692OWU/@@download/ENCFF692OWU.bigWig				released	s3://encode-public/2016/11/09/3d0a5c12-ada0-44dd-b2c2-a2f05c5d66f2/ENCFF692OWU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/3d0a5c12-ada0-44dd-b2c2-a2f05c5d66f2/ENCFF692OWU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF013JOY	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF591FGE/	39136670	Gene Yeo, UCSD	75be61a03cc375625e739df222417234		https://www.encodeproject.org/files/ENCFF013JOY/@@download/ENCFF013JOY.bigWig				released	s3://encode-public/2016/11/09/2115abcb-4ddc-4fb3-9181-006cd1f9e5b6/ENCFF013JOY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/2115abcb-4ddc-4fb3-9181-006cd1f9e5b6/ENCFF013JOY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF159MMZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF971KUU/, /files/ENCFF886MOW/, /files/ENCFF869UTD/, /files/ENCFF269URO/, /files/ENCFF591FGE/, /files/ENCFF950JUB/	508762	Gene Yeo, UCSD	d34ef52379fa77e8929b9dc6457c711d		https://www.encodeproject.org/files/ENCFF159MMZ/@@download/ENCFF159MMZ.bed.gz				released	s3://encode-public/2018/12/03/b6981fe0-ff37-47cf-b1d5-6709fa271347/ENCFF159MMZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/b6981fe0-ff37-47cf-b1d5-6709fa271347/ENCFF159MMZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF689GDA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF459XDE/, /files/ENCFF403RNH/	3230029	Gene Yeo, UCSD	668e8178cae4a59b8832d1ac8d1ecba7		https://www.encodeproject.org/files/ENCFF689GDA/@@download/ENCFF689GDA.bed.gz				released	s3://encode-public/2016/11/30/d134b0bd-d1d5-461d-9b97-8bdb64c809d5/ENCFF689GDA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/d134b0bd-d1d5-461d-9b97-8bdb64c809d5/ENCFF689GDA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF735YNV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF449TUS/, /files/ENCFF403RNH/	3250539	Gene Yeo, UCSD	447428c370430bac7c3a4a64fa8c48f4		https://www.encodeproject.org/files/ENCFF735YNV/@@download/ENCFF735YNV.bed.gz				released	s3://encode-public/2016/11/30/1a95de04-c186-438d-a5df-7d46a2b12656/ENCFF735YNV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/1a95de04-c186-438d-a5df-7d46a2b12656/ENCFF735YNV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF886MOW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF591FGE/, /files/ENCFF950JUB/	3271052	Gene Yeo, UCSD	996795c0384997fe2aa4f3b52a8ab2df		https://www.encodeproject.org/files/ENCFF886MOW/@@download/ENCFF886MOW.bed.gz				released	s3://encode-public/2016/11/30/ffb7042d-9913-4158-9959-862d9f8c858a/ENCFF886MOW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/ffb7042d-9913-4158-9959-862d9f8c858a/ENCFF886MOW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF971KUU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF869UTD/, /files/ENCFF950JUB/	3224423	Gene Yeo, UCSD	dcf34facb397d0ae354544bda5c0e541		https://www.encodeproject.org/files/ENCFF971KUU/@@download/ENCFF971KUU.bed.gz				released	s3://encode-public/2016/11/30/82763ea3-1e35-4165-b020-982b613452db/ENCFF971KUU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/82763ea3-1e35-4165-b020-982b613452db/ENCFF971KUU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF227BWP	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF689GDA/	6103761	Gene Yeo, UCSD	65b757790580a3de0f892004de97cd76		https://www.encodeproject.org/files/ENCFF227BWP/@@download/ENCFF227BWP.bigBed				released	s3://encode-public/2016/12/02/fe9b2bea-bc34-4ad2-971e-b69882ac7abf/ENCFF227BWP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/fe9b2bea-bc34-4ad2-971e-b69882ac7abf/ENCFF227BWP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF790FPO	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF735YNV/	7545273	Gene Yeo, UCSD	c8a834fafc899d527fc90f801d14d20e		https://www.encodeproject.org/files/ENCFF790FPO/@@download/ENCFF790FPO.bigBed				released	s3://encode-public/2016/12/02/e7d1b853-df1e-415f-b94e-b53853a1659c/ENCFF790FPO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/e7d1b853-df1e-415f-b94e-b53853a1659c/ENCFF790FPO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF964TTL	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF886MOW/	7564376	Gene Yeo, UCSD	db06e9b75733f416d46f2ccc20dce4b3		https://www.encodeproject.org/files/ENCFF964TTL/@@download/ENCFF964TTL.bigBed				released	s3://encode-public/2016/12/03/f586581b-2d8b-4fca-8d75-12ffd0d79649/ENCFF964TTL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/f586581b-2d8b-4fca-8d75-12ffd0d79649/ENCFF964TTL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF429WEY	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF971KUU/	6095874	Gene Yeo, UCSD	31fd7007a68726e97101baea14dca7ff		https://www.encodeproject.org/files/ENCFF429WEY/@@download/ENCFF429WEY.bigBed				released	s3://encode-public/2016/12/03/f700fce0-1352-44ee-a1b2-541ae15e2d33/ENCFF429WEY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/f700fce0-1352-44ee-a1b2-541ae15e2d33/ENCFF429WEY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF624RZR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF190HNU/, /files/ENCFF548JFY/, /files/ENCFF146RNO/, /files/ENCFF039QTN/, /files/ENCFF960QIE/, /files/ENCFF773TOS/	51824	Gene Yeo, UCSD	120aed42313d36f4dd681a89164c5c17		https://www.encodeproject.org/files/ENCFF624RZR/@@download/ENCFF624RZR.bed.gz				released	s3://encode-public/2018/06/08/79aad00c-4feb-4ac2-bf4b-c25ea9f8f984/ENCFF624RZR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/79aad00c-4feb-4ac2-bf4b-c25ea9f8f984/ENCFF624RZR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF773TOS	bam	bam		alignments	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1	1_1		44					/files/ENCFF744PVS/, /files/ENCFF673CDP/	606339748	Gene Yeo, UCSD	45bf18e06bec9fd4fd8d7b205624d512		https://www.encodeproject.org/files/ENCFF773TOS/@@download/ENCFF773TOS.bam				released	s3://encode-public/2016/08/04/54333c90-9ac2-480c-a132-ab95b6be5c76/ENCFF773TOS.bam	https://datasetencode.blob.core.windows.net/dataset/2016/08/04/54333c90-9ac2-480c-a132-ab95b6be5c76/ENCFF773TOS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF190HNU	bam	bam		alignments	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	2	2_1		44					/files/ENCFF484RCY/, /files/ENCFF110FOW/	778773827	Gene Yeo, UCSD	f4145357ed7bf68edd87f6217ae361fa		https://www.encodeproject.org/files/ENCFF190HNU/@@download/ENCFF190HNU.bam				released	s3://encode-public/2016/08/04/94702c6d-03eb-43b0-a3dd-c00ef5bb7f23/ENCFF190HNU.bam	https://datasetencode.blob.core.windows.net/dataset/2016/08/04/94702c6d-03eb-43b0-a3dd-c00ef5bb7f23/ENCFF190HNU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF685BHL	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	2	2_1							/files/ENCFF190HNU/, /files/ENCFF960QIE/	618732	Gene Yeo, UCSD	aedf44fb6e389a756b0c76d82870814c		https://www.encodeproject.org/files/ENCFF685BHL/@@download/ENCFF685BHL.bed.gz				archived	s3://encode-public/2016/08/04/67db9b35-e972-403c-893f-bb1ce6e2948f/ENCFF685BHL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/04/67db9b35-e972-403c-893f-bb1ce6e2948f/ENCFF685BHL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF806NCH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1	1_1							/files/ENCFF773TOS/, /files/ENCFF960QIE/	779982	Gene Yeo, UCSD	0e8b83d97e5a1e34cbe213e816cf4857		https://www.encodeproject.org/files/ENCFF806NCH/@@download/ENCFF806NCH.bed.gz				archived	s3://encode-public/2016/08/04/672c71bf-440d-4323-9608-5d56a64f86f8/ENCFF806NCH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/04/672c71bf-440d-4323-9608-5d56a64f86f8/ENCFF806NCH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF602SWL	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1	1_1							/files/ENCFF806NCH/	1663911	Gene Yeo, UCSD	d7dc9a56ac25d8a4aabdef4165cd97d1		https://www.encodeproject.org/files/ENCFF602SWL/@@download/ENCFF602SWL.bigBed				archived	s3://encode-public/2016/08/18/f3e07428-1ad4-4960-ba2c-5e7d3499c61d/ENCFF602SWL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/08/18/f3e07428-1ad4-4960-ba2c-5e7d3499c61d/ENCFF602SWL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF392REB	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	2	2_1							/files/ENCFF685BHL/	1326355	Gene Yeo, UCSD	1f264563d2c1ad773150a57dbbd892cb		https://www.encodeproject.org/files/ENCFF392REB/@@download/ENCFF392REB.bigBed				archived	s3://encode-public/2016/08/18/0bf2aeb8-e02e-4c29-a722-9b1a00f1890e/ENCFF392REB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/08/18/0bf2aeb8-e02e-4c29-a722-9b1a00f1890e/ENCFF392REB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF413DZP	bam	bam		alignments	GRCh38	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	2	2_1		44					/files/ENCFF484RCY/, /files/ENCFF110FOW/	768922471	Gene Yeo, UCSD	58a7277e54b02a9653aabf923613a059		https://www.encodeproject.org/files/ENCFF413DZP/@@download/ENCFF413DZP.bam				released	s3://encode-public/2016/09/09/09c61df3-9fd1-4d6e-9ac9-2295f38c2cf9/ENCFF413DZP.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/09c61df3-9fd1-4d6e-9ac9-2295f38c2cf9/ENCFF413DZP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	antibody characterized with exemption		
ENCFF401NJF	bam	bam		alignments	GRCh38	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1	1_1		44					/files/ENCFF744PVS/, /files/ENCFF673CDP/	595345107	Gene Yeo, UCSD	e11e8eaab268d0b33a88ae94607b0342		https://www.encodeproject.org/files/ENCFF401NJF/@@download/ENCFF401NJF.bam				released	s3://encode-public/2016/09/09/1b5dc762-f54a-4bbc-8ada-822d4ed9a2f3/ENCFF401NJF.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/1b5dc762-f54a-4bbc-8ada-822d4ed9a2f3/ENCFF401NJF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	antibody characterized with exemption		
ENCFF897UHS	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	1	1_1							/files/ENCFF773TOS/	28053380	Gene Yeo, UCSD	5e49b15c67530de75c4351b5385a15d1		https://www.encodeproject.org/files/ENCFF897UHS/@@download/ENCFF897UHS.bigWig				released	s3://encode-public/2016/11/09/33ba755e-8a7b-4c97-bd0f-b1c36b87d662/ENCFF897UHS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/33ba755e-8a7b-4c97-bd0f-b1c36b87d662/ENCFF897UHS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF146VLV	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR834YLD	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DROSHA-human	RNA				ultraviolet irradiation	strand-specific	2018-04-24	ENCODE		see document	175-300	2	2_1							/files/ENCFF190HNU/	38124278	Gene Yeo, UCSD	aa1612609da7e38106ccf378f38915fe		https://www.encodeproject.org/files/ENCFF146VLV/@@download/ENCFF146VLV.bigWig				released	s3://encode-public/2016/11/09/786a390a-5019-4236-873b-f6059d601908/ENCFF146VLV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/786a390a-5019-4236-873b-f6059d601908/ENCFF146VLV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
